Date,Emp_ID,Emp_Name,Model,Line,Stage,Stage_Criticality,Units_Checked,Total_Errors,Defect_Rate,Pass_Ratio,Error_Std_Dev,Critical_Exposure,Suitability_Score
2026-01-12,1005,Puja,Fortuner,BE-09,Battery,Semi-Critical,2176,0,0,1,0.78,114,91.7
2026-01-14,1008,Saurabh,Prado NA,BE-07,Cosmetic,Normal,1546,2,0.0013,0.998,1.05,15,80.64
2026-01-14,1004,Rishi,Prado NA,BE-08,Battery,Semi-Critical,1576,3,0.0019,0.998,0.06,117,99
2026-01-10,1005,Puja,Fortuner,BE-08,Camera,Critical,2277,3,0.0013,0.998,0.09,37,92.08
2026-01-12,1002,Kajal,Prado NA,BE-07,PCB,Critical,1723,1,0.0006,0.999,1.07,82,86.09
2026-01-14,1001,Anuj,Prado EU,BE-09,RF Cable,Critical,1745,3,0.0017,0.998,1.01,101,88.19
2026-01-14,1007,Neha,Innova,BE-08,Battery,Semi-Critical,2245,1,0.0004,0.999,0.66,79,89.95
2026-01-10,1009,Kiran,Prado EU,BE-07,Battery,Semi-Critical,1587,0,0,1,0.64,76,89.93
2026-01-13,1002,Kajal,Prado NA,BE-09,PCB,Critical,1842,1,0.0005,0.999,0.44,113,94.97
2026-01-11,1001,Anuj,Innova,BE-08,Cosmetic,Normal,1630,0,0,1,0.7,109,92.08
2026-01-12,1001,Anuj,Innova,BE-07,PCB,Critical,2230,2,0.0009,0.999,0.46,19,86.91
2026-01-11,1007,Neha,Prado EU,BE-09,Battery,Semi-Critical,1657,0,0,1,0.97,43,83.88
2026-01-13,1007,Neha,Prado NA,BE-08,RF Cable,Critical,1968,0,0,1,0.09,68,94.77
2026-01-12,1004,Rishi,Fortuner,BE-07,PCB,Critical,1901,4,0.0021,0.997,0.46,40,88.55
2026-01-13,1010,Maya,Fortuner,BE-07,Battery,Semi-Critical,1647,1,0.0006,0.999,1.1,98,87.12
2026-01-13,1004,Rishi,Fortuner,BE-07,PCB,Critical,1767,2,0.0011,0.998,0.09,103,97.59
2026-01-11,1001,Anuj,Fortuner,BE-07,PCB,Critical,1780,2,0.0011,0.998,0.33,98,94.78
2026-01-15,1002,Kajal,Prado NA,BE-09,Cosmetic,Normal,1756,1,0.0006,0.999,0.34,84,93.56
2026-01-16,1007,Neha,Fortuner,BE-08,RF Cable,Critical,1571,1,0.0006,0.999,0.44,96,93.55
2026-01-16,1005,Puja,Innova,BE-09,Camera,Critical,1592,1,0.0006,0.999,0.67,85,90.33
2026-01-11,1002,Kajal,Prado NA,BE-09,Battery,Semi-Critical,1902,0,0,1,0.74,19,84.18
2026-01-11,1009,Kiran,Innova,BE-08,Battery,Semi-Critical,2139,1,0.0005,0.999,0.71,97,90.95
2026-01-15,1007,Neha,Fortuner,BE-09,PCB,Critical,2081,0,0,1,1.15,78,85
2026-01-12,1007,Neha,Innova,BE-07,Camera,Critical,1604,2,0.0012,0.998,1.1,118,88.73
2026-01-16,1004,Rishi,Innova,BE-07,Inner VI,Semi-Critical,1555,0,0,1,0.01,96,97.9
2026-01-11,1008,Saurabh,Innova,BE-08,Battery,Semi-Critical,1934,1,0.0005,0.999,0.33,66,92.16
2026-01-16,1007,Neha,Prado NA,BE-07,Camera,Critical,2101,3,0.0014,0.998,0.24,35,90.4
2026-01-13,1010,Maya,Innova,BE-07,RF Cable,Critical,2288,4,0.0017,0.998,0.53,101,92.98
2026-01-15,1005,Puja,Fortuner,BE-07,Cosmetic,Normal,1981,0,0,1,0.62,19,85.38
2026-01-15,1005,Puja,Prado EU,BE-08,Battery,Semi-Critical,2037,2,0.001,0.999,0.75,63,87.67
2026-01-11,1008,Saurabh,Prado NA,BE-08,Inner VI,Semi-Critical,1512,1,0.0007,0.999,0.43,28,87.98
2026-01-13,1008,Saurabh,Prado EU,BE-07,Camera,Critical,1991,1,0.0005,0.999,0.16,97,96.44
2026-01-12,1003,Ritesh,Innova,BE-07,Camera,Critical,1588,3,0.0019,0.997,0.21,107,96.67
2026-01-12,1005,Puja,Prado EU,BE-07,RF Cable,Critical,1770,3,0.0017,0.998,0.14,45,92.21
2026-01-12,1007,Neha,Prado NA,BE-07,RF Cable,Critical,1786,4,0.0022,0.997,0.94,31,83
2026-01-13,1001,Anuj,Fortuner,BE-07,Battery,Semi-Critical,1826,2,0.0011,0.999,0.36,90,93.82
2026-01-10,1009,Kiran,Innova,BE-09,Camera,Critical,2271,2,0.0009,0.999,0.92,14,81.9
2026-01-15,1009,Kiran,Innova,BE-09,RF Cable,Critical,2281,4,0.0018,0.998,0.34,106,95.29
2026-01-11,1010,Maya,Fortuner,BE-07,PCB,Critical,2015,4,0.002,0.997,0.06,115,98.82
2026-01-14,1009,Kiran,Innova,BE-09,RF Cable,Critical,1958,1,0.0005,0.999,0.97,90,87.76
2026-01-16,1002,Kajal,Prado EU,BE-08,Battery,Semi-Critical,2139,0,0,1,1.16,102,86.9
2026-01-16,1002,Kajal,Prado NA,BE-08,PCB,Critical,1559,3,0.0019,0.998,1.06,105,88
2026-01-11,1009,Kiran,Prado EU,BE-09,PCB,Critical,1547,4,0.0026,0.997,0.59,36,86.9
2026-01-13,1001,Anuj,Prado EU,BE-09,RF Cable,Critical,1815,4,0.0022,0.997,0.8,64,87.16
2026-01-15,1009,Kiran,Fortuner,BE-07,Camera,Critical,1677,1,0.0006,0.999,0.32,24,88.75
2026-01-16,1006,Shubham,Prado EU,BE-09,Cosmetic,Normal,2237,2,0.0009,0.999,0.58,65,89.54
2026-01-12,1006,Shubham,Prado NA,BE-07,Camera,Critical,1560,2,0.0013,0.998,1.03,113,89.02
2026-01-12,1005,Puja,Fortuner,BE-08,Camera,Critical,1579,0,0,1,0.79,35,85.02
2026-01-12,1006,Shubham,Innova,BE-07,PCB,Critical,1992,0,0,1,0.74,47,86.52
2026-01-15,1001,Anuj,Innova,BE-08,RF Cable,Critical,2143,2,0.0009,0.999,0.21,30,90.32
2026-01-14,1008,Saurabh,Prado NA,BE-07,Battery,Semi-Critical,1948,1,0.0005,0.999,0.88,89,88.58
2026-01-12,1002,Kajal,Prado EU,BE-07,Camera,Critical,1863,1,0.0005,0.999,0.32,92,94.42
2026-01-15,1003,Ritesh,Fortuner,BE-09,PCB,Critical,2065,2,0.001,0.999,0.39,37,89.1
2026-01-13,1001,Anuj,Prado NA,BE-09,Cosmetic,Normal,1883,1,0.0005,0.999,0.71,82,89.69
2026-01-16,1003,Ritesh,Fortuner,BE-09,PCB,Critical,1622,0,0,1,0.36,85,93.48
2026-01-16,1006,Shubham,Prado NA,BE-07,Cosmetic,Normal,2265,0,0,1,0.8,62,87.17
2026-01-14,1007,Neha,Prado NA,BE-08,Camera,Critical,1810,2,0.0011,0.998,1.04,71,85.43
2026-01-13,1008,Saurabh,Innova,BE-08,Inner VI,Semi-Critical,1567,1,0.0006,0.999,0.44,21,87.3
2026-01-12,1010,Maya,Prado NA,BE-09,Camera,Critical,1628,1,0.0006,0.999,0.03,7,90.24
2026-01-11,1009,Kiran,Innova,BE-07,PCB,Critical,1599,0,0,1,0.09,18,90.6
2026-01-11,1006,Shubham,Innova,BE-08,RF Cable,Critical,1970,2,0.001,0.999,0.64,45,87.27
2026-01-10,1008,Saurabh,Prado NA,BE-09,RF Cable,Critical,2040,3,0.0015,0.998,0.58,82,90.92
2026-01-10,1001,Anuj,Fortuner,BE-08,Inner VI,Semi-Critical,1996,3,0.0015,0.998,0.37,35,89.1
2026-01-13,1001,Anuj,Prado EU,BE-07,Inner VI,Semi-Critical,2063,1,0.0005,0.999,0.54,118,94.39
2026-01-14,1003,Ritesh,Innova,BE-07,Inner VI,Semi-Critical,2236,6,0.0027,0.997,0.33,100,94.83
2026-01-10,1005,Puja,Fortuner,BE-09,PCB,Critical,2136,3,0.0014,0.998,0.67,30,85.69
2026-01-16,1006,Shubham,Fortuner,BE-08,Camera,Critical,1660,3,0.0018,0.998,0.73,66,88.06
2026-01-14,1001,Anuj,Prado EU,BE-09,Camera,Critical,2142,5,0.0023,0.997,0.33,77,92.92
2026-01-13,1005,Puja,Fortuner,BE-08,RF Cable,Critical,2100,1,0.0005,0.999,0.84,43,85.14
2026-01-14,1005,Puja,Prado EU,BE-07,PCB,Critical,2292,1,0.0004,0.999,1.19,110,87.23
2026-01-14,1009,Kiran,Prado NA,BE-07,Cosmetic,Normal,2207,3,0.0014,0.998,0.56,99,92.54
2026-01-16,1001,Anuj,Prado NA,BE-09,RF Cable,Critical,1672,1,0.0006,0.999,0.03,41,93.07
2026-01-15,1007,Neha,Prado EU,BE-09,Inner VI,Semi-Critical,1767,0,0,1,0.33,64,92.03
2026-01-13,1004,Rishi,Innova,BE-07,Battery,Semi-Critical,1683,0,0,1,0.01,66,95.4
2026-01-11,1004,Rishi,Prado NA,BE-09,PCB,Critical,1995,3,0.0015,0.998,0.46,84,92.28
2026-01-15,1001,Anuj,Prado NA,BE-09,PCB,Critical,1703,2,0.0012,0.998,0.14,87,95.75
2026-01-14,1010,Maya,Prado NA,BE-09,PCB,Critical,2005,2,0.001,0.999,1.08,22,80.95
2026-01-13,1006,Shubham,Prado NA,BE-07,PCB,Critical,2146,3,0.0014,0.998,0.05,33,92.14
2026-01-13,1009,Kiran,Prado NA,BE-07,Inner VI,Semi-Critical,2195,1,0.0005,0.999,0.62,54,88.26
2026-01-16,1002,Kajal,Prado EU,BE-08,Camera,Critical,1528,3,0.002,0.997,0.8,27,84.08
2026-01-10,1007,Neha,Innova,BE-08,RF Cable,Critical,2065,2,0.001,0.999,0.26,90,94.82
2026-01-12,1004,Rishi,Prado NA,BE-07,PCB,Critical,1700,2,0.0012,0.998,0.68,12,84.1
2026-01-14,1004,Rishi,Prado NA,BE-08,Inner VI,Semi-Critical,1594,1,0.0006,0.999,0.75,73,88.54
2026-01-16,1009,Kiran,Prado NA,BE-07,Cosmetic,Normal,1588,0,0,1,1,41,83.42
2026-01-13,1008,Saurabh,Innova,BE-09,RF Cable,Critical,1709,4,0.0023,0.997,1.13,75,84.77
2026-01-12,1008,Saurabh,Innova,BE-09,RF Cable,Critical,2041,3,0.0015,0.998,0.09,99,97.23
2026-01-15,1001,Anuj,Innova,BE-09,PCB,Critical,2246,2,0.0009,0.999,1.2,105,86.68
2026-01-16,1008,Saurabh,Innova,BE-07,Battery,Semi-Critical,1986,0,0,1,0.91,87,88.15
2026-01-12,1005,Puja,Prado EU,BE-08,Inner VI,Semi-Critical,2217,1,0.0005,0.999,0.07,27,91.51
2026-01-15,1002,Kajal,Fortuner,BE-09,Inner VI,Semi-Critical,2200,3,0.0014,0.998,1.08,44,82.75
2026-01-11,1001,Anuj,Innova,BE-09,RF Cable,Critical,1606,3,0.0019,0.998,1.05,89,86.77
2026-01-11,1008,Saurabh,Prado NA,BE-08,Cosmetic,Normal,1523,1,0.0007,0.999,0.36,36,89.35
2026-01-10,1009,Kiran,Fortuner,BE-07,Battery,Semi-Critical,1991,0,0,1,0.15,80,95.17
2026-01-13,1006,Shubham,Prado NA,BE-07,PCB,Critical,1669,4,0.0024,0.997,0.11,47,92.62
2026-01-15,1007,Neha,Prado NA,BE-08,PCB,Critical,1933,1,0.0005,0.999,0.86,66,86.86
2026-01-12,1001,Anuj,Prado NA,BE-07,Inner VI,Semi-Critical,2059,1,0.0005,0.999,0.76,50,86.53
2026-01-16,1010,Maya,Prado EU,BE-09,Camera,Critical,2209,0,0,1,0.02,44,93.47
2026-01-13,1003,Ritesh,Prado EU,BE-09,Cosmetic,Normal,1585,1,0.0006,0.999,0.32,37,89.83
2026-01-16,1004,Rishi,Fortuner,BE-07,PCB,Critical,2238,1,0.0004,0.999,0.22,101,96.18
2026-01-11,1009,Kiran,Fortuner,BE-09,Camera,Critical,1674,0,0,1,0.86,34,84.23
2026-01-13,1003,Ritesh,Prado EU,BE-07,Camera,Critical,1876,2,0.0011,0.999,0.44,63,90.77
2026-01-15,1007,Neha,Prado NA,BE-09,Inner VI,Semi-Critical,1734,1,0.0006,0.999,0.49,110,94.22
2026-01-14,1003,Ritesh,Innova,BE-09,RF Cable,Critical,1816,2,0.0011,0.999,0.98,42,83.62
2026-01-16,1001,Anuj,Prado NA,BE-09,RF Cable,Critical,2240,4,0.0018,0.997,0.16,60,93.25
2026-01-12,1006,Shubham,Innova,BE-07,Camera,Critical,1890,1,0.0005,0.999,0.3,64,92.29
2026-01-13,1002,Kajal,Prado NA,BE-08,Camera,Critical,1867,3,0.0016,0.998,0.02,60,94.67
2026-01-15,1010,Maya,Prado NA,BE-08,Camera,Critical,1645,4,0.0024,0.997,0.73,83,89.43
2026-01-13,1004,Rishi,Innova,BE-09,Cosmetic,Normal,1503,1,0.0007,0.999,0.11,92,96.51
2026-01-13,1006,Shubham,Prado NA,BE-08,RF Cable,Critical,1899,3,0.0016,0.998,0.33,39,89.82
2026-01-10,1003,Ritesh,Innova,BE-09,Battery,Semi-Critical,1858,1,0.0005,0.999,1.06,110,88.52
2026-01-16,1007,Neha,Innova,BE-09,Inner VI,Semi-Critical,1626,0,0,1,0.16,29,90.82
2026-01-11,1008,Saurabh,Innova,BE-07,Cosmetic,Normal,1638,1,0.0006,0.999,0.29,33,89.8
2026-01-10,1004,Rishi,Prado EU,BE-09,Cosmetic,Normal,1980,2,0.001,0.999,0.38,71,92.04
2026-01-14,1005,Puja,Prado NA,BE-08,PCB,Critical,1967,3,0.0015,0.998,0.15,81,95.13
2026-01-11,1008,Saurabh,Innova,BE-09,Camera,Critical,2193,2,0.0009,0.999,0.75,114,91.93
2026-01-15,1002,Kajal,Innova,BE-08,Battery,Semi-Critical,2158,0,0,1,0.07,7,89.88
2026-01-13,1007,Neha,Fortuner,BE-07,Cosmetic,Normal,2182,0,0,1,0.38,43,89.78
2026-01-15,1005,Puja,Innova,BE-07,Inner VI,Semi-Critical,2009,0,0,1,1.07,95,87.22
2026-01-14,1003,Ritesh,Innova,BE-08,RF Cable,Critical,1621,1,0.0006,0.999,0.91,110,90.01
2026-01-12,1005,Puja,Prado NA,BE-08,Inner VI,Semi-Critical,1590,1,0.0006,0.999,0.39,97,94.13
2026-01-11,1008,Saurabh,Prado EU,BE-09,Inner VI,Semi-Critical,1594,1,0.0006,0.999,0.38,45,89.9
2026-01-13,1003,Ritesh,Fortuner,BE-07,Battery,Semi-Critical,1748,2,0.0011,0.998,1.19,27,80.26
2026-01-15,1002,Kajal,Innova,BE-08,RF Cable,Critical,2141,3,0.0014,0.998,0.93,70,86.42
2026-01-14,1010,Maya,Prado NA,BE-09,Battery,Semi-Critical,1520,0,0,1,0.4,78,92.5
2026-01-10,1002,Kajal,Innova,BE-07,Inner VI,Semi-Critical,1560,2,0.0013,0.998,0.45,97,93.48
2026-01-16,1003,Ritesh,Innova,BE-07,Camera,Critical,2021,1,0.0005,0.999,1.13,30,81.16
2026-01-16,1005,Puja,Fortuner,BE-09,RF Cable,Critical,2204,1,0.0005,0.999,0.21,36,90.87
2026-01-13,1001,Anuj,Prado EU,BE-09,RF Cable,Critical,1635,1,0.0006,0.999,0.76,56,87.02
2026-01-11,1005,Puja,Innova,BE-08,Inner VI,Semi-Critical,1604,0,0,1,0.98,88,87.53
2026-01-11,1002,Kajal,Fortuner,BE-09,PCB,Critical,2293,0,0,1,0.34,62,91.77
2026-01-11,1010,Maya,Fortuner,BE-08,Camera,Critical,1592,5,0.0031,0.996,0.5,74,90.91
2026-01-14,1006,Shubham,Innova,BE-08,Inner VI,Semi-Critical,1707,0,0,1,0.16,92,96.07
2026-01-12,1001,Anuj,Prado NA,BE-08,Battery,Semi-Critical,2246,2,0.0009,0.999,1.09,14,80.19
2026-01-15,1004,Rishi,Fortuner,BE-09,Camera,Critical,1744,1,0.0006,0.999,0.02,114,99.25
2026-01-16,1002,Kajal,Prado NA,BE-07,PCB,Critical,1902,1,0.0005,0.999,0.75,15,83.71
2026-01-14,1010,Maya,Prado EU,BE-07,PCB,Critical,1560,0,0,1,0.68,106,92.03
2026-01-11,1004,Rishi,Fortuner,BE-08,Cosmetic,Normal,1632,0,0,1,0.83,31,84.28
2026-01-16,1010,Maya,Innova,BE-09,Inner VI,Semi-Critical,1806,0,0,1,0.85,74,87.67
2026-01-12,1009,Kiran,Prado EU,BE-08,RF Cable,Critical,1631,0,0,1,0.95,56,85.17
2026-01-16,1004,Rishi,Prado EU,BE-09,Cosmetic,Normal,1670,2,0.0012,0.998,0.87,85,88.29
2026-01-12,1006,Shubham,Innova,BE-09,RF Cable,Critical,1817,1,0.0006,0.999,0.96,108,89.35
2026-01-16,1009,Kiran,Innova,BE-07,Cosmetic,Normal,2140,0,0,1,0.05,29,91.92
2026-01-11,1003,Ritesh,Fortuner,BE-08,Inner VI,Semi-Critical,1893,0,0,1,0.29,65,92.52
2026-01-14,1006,Shubham,Prado NA,BE-09,PCB,Critical,1805,1,0.0006,0.999,0.38,92,93.82
2026-01-10,1006,Shubham,Innova,BE-07,RF Cable,Critical,2046,1,0.0005,0.999,0.93,85,87.74
2026-01-13,1002,Kajal,Prado EU,BE-09,Camera,Critical,2139,1,0.0005,0.999,0.67,21,85.01
2026-01-12,1010,Maya,Prado NA,BE-08,Battery,Semi-Critical,1797,2,0.0011,0.999,0.41,94,93.65
2026-01-15,1006,Shubham,Fortuner,BE-07,RF Cable,Critical,1889,0,0,1,0.63,97,91.78
2026-01-11,1005,Puja,Prado NA,BE-08,Cosmetic,Normal,1887,0,0,1,0.39,60,91.1
2026-01-13,1006,Shubham,Prado EU,BE-08,Inner VI,Semi-Critical,1792,1,0.0006,0.999,0.95,32,83.12
2026-01-14,1010,Maya,Fortuner,BE-08,Battery,Semi-Critical,1919,1,0.0005,0.999,1.18,61,83.24
2026-01-13,1010,Maya,Prado NA,BE-07,Battery,Semi-Critical,1675,0,0,1,0.72,80,89.47
2026-01-12,1007,Neha,Fortuner,BE-09,Battery,Semi-Critical,1681,2,0.0012,0.998,0.78,78,88.6
2026-01-12,1001,Anuj,Innova,BE-08,PCB,Critical,2248,0,0,1,1.17,20,79.97
2026-01-16,1002,Kajal,Prado NA,BE-08,RF Cable,Critical,1638,0,0,1,0.81,16,83.23
2026-01-11,1004,Rishi,Innova,BE-07,Camera,Critical,2175,0,0,1,0.93,16,82.03
2026-01-10,1008,Saurabh,Fortuner,BE-08,Cosmetic,Normal,1677,2,0.0012,0.998,0.26,80,93.97
2026-01-12,1006,Shubham,Fortuner,BE-09,RF Cable,Critical,2286,8,0.0035,0.996,0.21,67,93.22
2026-01-14,1009,Kiran,Fortuner,BE-07,Cosmetic,Normal,1779,0,0,1,0.08,87,96.45
2026-01-12,1004,Rishi,Prado NA,BE-08,Cosmetic,Normal,1753,2,0.0011,0.998,0.55,76,90.74
2026-01-16,1005,Puja,Prado EU,BE-09,PCB,Critical,1717,2,0.0012,0.998,1.16,35,81.22
2026-01-14,1002,Kajal,Prado NA,BE-08,Battery,Semi-Critical,1897,3,0.0016,0.998,0.42,45,89.42
2026-01-15,1009,Kiran,Prado NA,BE-07,PCB,Critical,2203,2,0.0009,0.999,0.84,96,89.53
2026-01-11,1007,Neha,Innova,BE-08,Cosmetic,Normal,1934,0,0,1,0.48,83,92.12
2026-01-12,1002,Kajal,Innova,BE-07,Camera,Critical,2150,1,0.0005,0.999,0.62,49,87.85
2026-01-14,1006,Shubham,Prado EU,BE-09,Battery,Semi-Critical,2103,0,0,1,0.11,11,89.82
2026-01-14,1003,Ritesh,Prado NA,BE-08,Battery,Semi-Critical,1870,2,0.0011,0.999,1.03,67,85.2
2026-01-11,1010,Maya,Innova,BE-08,Inner VI,Semi-Critical,1880,1,0.0005,0.999,0,57,94.71
2026-01-14,1001,Anuj,Fortuner,BE-08,Battery,Semi-Critical,2254,5,0.0022,0.997,0.9,100,89.16
2026-01-10,1010,Maya,Prado NA,BE-09,Cosmetic,Normal,2134,1,0.0005,0.999,0,84,96.96
2026-01-16,1006,Shubham,Innova,BE-09,RF Cable,Critical,1507,1,0.0007,0.999,0.23,104,96.31
2026-01-15,1005,Puja,Prado NA,BE-08,Inner VI,Semi-Critical,2116,1,0.0005,0.999,0.31,18,88.36
2026-01-16,1007,Neha,Prado NA,BE-09,PCB,Critical,1882,4,0.0021,0.997,0.24,97,95.51
2026-01-16,1008,Saurabh,Prado NA,BE-08,PCB,Critical,2193,3,0.0014,0.998,0.35,10,87.22
2026-01-14,1004,Rishi,Prado EU,BE-07,Inner VI,Semi-Critical,2203,2,0.0009,0.999,0.78,51,86.38
2026-01-15,1009,Kiran,Prado EU,BE-07,Battery,Semi-Critical,2024,0,0,1,0.92,109,89.88
2026-01-10,1008,Saurabh,Innova,BE-09,PCB,Critical,1923,3,0.0016,0.998,0.17,69,93.93
2026-01-14,1006,Shubham,Prado NA,BE-07,Camera,Critical,1745,1,0.0006,0.999,0.72,26,84.92
2026-01-16,1003,Ritesh,Prado NA,BE-07,Camera,Critical,2150,3,0.0014,0.998,1.11,24,80.78
2026-01-13,1003,Ritesh,Prado NA,BE-09,Battery,Semi-Critical,2073,2,0.001,0.999,0.84,95,89.44
2026-01-11,1005,Puja,Innova,BE-07,PCB,Critical,2154,0,0,1,0.94,61,85.68
2026-01-15,1004,Rishi,Fortuner,BE-09,Inner VI,Semi-Critical,2095,3,0.0014,0.998,0.71,40,86.11
2026-01-14,1007,Neha,Innova,BE-08,Battery,Semi-Critical,1720,0,0,1,0.11,53,93.32
2026-01-10,1010,Maya,Prado NA,BE-09,Battery,Semi-Critical,1963,0,0,1,0.93,97,88.78
2026-01-16,1009,Kiran,Prado NA,BE-07,Inner VI,Semi-Critical,2068,2,0.001,0.998,1.08,79,85.7
2026-01-14,1006,Shubham,Prado EU,BE-07,Cosmetic,Normal,1754,0,0,1,0.08,47,93.12
2026-01-10,1009,Kiran,Prado NA,BE-09,Battery,Semi-Critical,2167,0,0,1,1.06,99,87.65
2026-01-16,1007,Neha,Prado NA,BE-09,Camera,Critical,1604,2,0.0012,0.998,0.88,92,88.77
2026-01-11,1005,Puja,Fortuner,BE-07,PCB,Critical,2020,2,0.001,0.999,0.9,34,83.75
2026-01-10,1006,Shubham,Prado EU,BE-08,RF Cable,Critical,1604,1,0.0006,0.999,0.4,57,90.7
2026-01-13,1003,Ritesh,Innova,BE-07,Cosmetic,Normal,1961,2,0.001,0.999,0.19,5,88.44
2026-01-11,1003,Ritesh,Innova,BE-09,RF Cable,Critical,2157,0,0,1,0.33,64,92.03
2026-01-14,1006,Shubham,Fortuner,BE-07,Camera,Critical,1777,6,0.0034,0.995,0.43,28,87.75
2026-01-11,1004,Rishi,Fortuner,BE-07,Inner VI,Semi-Critical,1956,1,0.0005,0.999,0.11,64,94.19
2026-01-11,1003,Ritesh,Prado NA,BE-08,Camera,Critical,2119,1,0.0005,0.999,0.57,94,92.1
2026-01-12,1003,Ritesh,Prado EU,BE-07,RF Cable,Critical,1774,0,0,1,0.67,14,84.47
2026-01-11,1007,Neha,Innova,BE-09,Camera,Critical,1545,0,0,1,0.61,59,88.82
2026-01-16,1007,Neha,Prado NA,BE-08,Camera,Critical,2030,2,0.001,0.999,0.97,15,81.48
2026-01-10,1002,Kajal,Fortuner,BE-08,Battery,Semi-Critical,1966,0,0,1,0.27,38,90.47
2026-01-16,1008,Saurabh,Fortuner,BE-09,PCB,Critical,1629,0,0,1,0.73,71,88.62
2026-01-14,1001,Anuj,Innova,BE-09,Battery,Semi-Critical,1732,1,0.0006,0.999,0.32,41,90.17
2026-01-11,1006,Shubham,Innova,BE-09,Cosmetic,Normal,1923,1,0.0005,0.999,1,103,88.54
2026-01-14,1001,Anuj,Prado EU,BE-09,Battery,Semi-Critical,2008,0,0,1,0.99,92,87.77
2026-01-14,1001,Anuj,Innova,BE-08,Cosmetic,Normal,1703,2,0.0012,0.998,0.79,15,83.26
2026-01-13,1008,Saurabh,Innova,BE-09,Battery,Semi-Critical,1570,1,0.0006,0.999,0.51,115,94.43
2026-01-12,1002,Kajal,Prado NA,BE-09,Inner VI,Semi-Critical,1614,0,0,1,0.91,73,86.98
2026-01-12,1003,Ritesh,Fortuner,BE-08,Camera,Critical,1671,1,0.0006,0.999,1.15,78,84.95
2026-01-12,1008,Saurabh,Prado EU,BE-07,PCB,Critical,1803,1,0.0006,0.999,0.3,30,89.45
2026-01-16,1001,Anuj,Innova,BE-08,Inner VI,Semi-Critical,2088,0,0,1,1.09,99,87.35
2026-01-15,1006,Shubham,Fortuner,BE-09,Battery,Semi-Critical,2203,1,0.0005,0.999,0.28,108,96.16
2026-01-16,1010,Maya,Prado NA,BE-08,Cosmetic,Normal,1551,0,0,1,0.52,51,89.05
2026-01-13,1003,Ritesh,Fortuner,BE-08,Inner VI,Semi-Critical,2238,2,0.0009,0.999,0.86,56,86
2026-01-11,1004,Rishi,Prado EU,BE-08,Camera,Critical,2012,1,0.0005,0.999,0.41,107,94.78
2026-01-16,1008,Saurabh,Innova,BE-08,Battery,Semi-Critical,1513,1,0.0007,0.999,0.24,84,94.55
2026-01-15,1001,Anuj,Fortuner,BE-09,PCB,Critical,2287,2,0.0009,0.999,0.1,90,96.43
2026-01-12,1006,Shubham,Fortuner,BE-09,Cosmetic,Normal,1829,1,0.0005,0.999,1.01,57,84.61
2026-01-14,1006,Shubham,Prado NA,BE-07,Cosmetic,Normal,1773,1,0.0006,0.999,0.7,34,85.79
2026-01-12,1004,Rishi,Prado EU,BE-08,Inner VI,Semi-Critical,1917,1,0.0005,0.999,0.15,9,89.21
2026-01-16,1009,Kiran,Prado NA,BE-09,Inner VI,Semi-Critical,2277,2,0.0009,0.999,0.58,50,88.29
2026-01-13,1009,Kiran,Prado NA,BE-07,Cosmetic,Normal,2262,3,0.0013,0.998,0.5,7,85.47
2026-01-11,1007,Neha,Innova,BE-09,Camera,Critical,2010,0,0,1,0.01,79,96.48
2026-01-13,1010,Maya,Prado EU,BE-08,Inner VI,Semi-Critical,1833,1,0.0005,0.999,0.38,20,87.83
2026-01-12,1006,Shubham,Innova,BE-09,Battery,Semi-Critical,1716,0,0,1,0.33,38,89.87
2026-01-15,1004,Rishi,Innova,BE-08,PCB,Critical,2202,2,0.0009,0.999,0.44,17,86.94
2026-01-15,1003,Ritesh,Innova,BE-07,RF Cable,Critical,1577,5,0.0032,0.995,0.26,108,96.13
2026-01-10,1009,Kiran,Prado EU,BE-09,Inner VI,Semi-Critical,1979,2,0.001,0.998,1.01,29,82.23
2026-01-16,1001,Anuj,Prado EU,BE-08,Camera,Critical,1586,3,0.0019,0.997,0.87,10,81.98
2026-01-15,1004,Rishi,Prado EU,BE-09,Inner VI,Semi-Critical,2019,1,0.0005,0.999,0.47,103,93.84
2026-01-10,1008,Saurabh,Fortuner,BE-08,Inner VI,Semi-Critical,1938,0,0,1,1.18,88,85.53
2026-01-16,1007,Neha,Prado EU,BE-09,Camera,Critical,1762,2,0.0011,0.998,0.26,110,96.48
2026-01-14,1009,Kiran,Innova,BE-07,RF Cable,Critical,1749,4,0.0023,0.997,0.66,72,89.22
2026-01-16,1006,Shubham,Fortuner,BE-07,Cosmetic,Normal,2031,0,0,1,0.77,81,89.05
2026-01-11,1009,Kiran,Prado NA,BE-07,PCB,Critical,1875,2,0.0011,0.998,0.45,48,89.41
2026-01-14,1003,Ritesh,Fortuner,BE-08,PCB,Critical,2190,3,0.0014,0.998,0.95,44,84.05
2026-01-12,1005,Puja,Prado NA,BE-09,Camera,Critical,2090,3,0.0014,0.998,0.48,77,91.5
2026-01-12,1001,Anuj,Prado EU,BE-07,Cosmetic,Normal,2217,1,0.0005,0.999,0.11,74,95.03
2026-01-10,1003,Ritesh,Prado EU,BE-08,Camera,Critical,1550,1,0.0006,0.999,0.12,95,96.66
2026-01-14,1007,Neha,Fortuner,BE-08,Inner VI,Semi-Critical,2210,0,0,1,0.44,13,86.68
